#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2016-01-01 to 2022-03-23
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 622: Mesa Lakes, CO
#	SNOTEL 682: Park Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name  Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description       
# Snow Depth    Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           SNWD          Total snow depth  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2016-01-01 to 2022-03-23
#
# As of: Mar 23, 2022 2:07:35 PM GMT-08:00
#
Date,Station Name,Station Id,Latitude,Longitude,Elevation (ft),Snow Depth (cm) Start of Day Values
2019-06-04,Mesa Lakes,622,39.05831,-108.05835,10000,97
2019-06-05,Mesa Lakes,622,39.05831,-108.05835,10000,89
2019-06-06,Mesa Lakes,622,39.05831,-108.05835,10000,84
2019-06-07,Mesa Lakes,622,39.05831,-108.05835,10000,76
2019-06-08,Mesa Lakes,622,39.05831,-108.05835,10000,71
2019-06-09,Mesa Lakes,622,39.05831,-108.05835,10000,64
2019-06-10,Mesa Lakes,622,39.05831,-108.05835,10000,56
2019-06-11,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-06-12,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-06-13,Mesa Lakes,622,39.05831,-108.05835,10000,38
2019-06-14,Mesa Lakes,622,39.05831,-108.05835,10000,28
2019-06-15,Mesa Lakes,622,39.05831,-108.05835,10000,20
2019-06-16,Mesa Lakes,622,39.05831,-108.05835,10000,10
2019-06-17,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-06-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-22,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-06-23,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-06-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-06-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-07-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-08-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-09-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-09,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2019-10-20,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-21,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-22,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-23,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-24,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-25,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-26,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-27,Mesa Lakes,622,39.05831,-108.05835,10000,3
2019-10-28,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-10-29,Mesa Lakes,622,39.05831,-108.05835,10000,8
2019-10-30,Mesa Lakes,622,39.05831,-108.05835,10000,15
2019-10-31,Mesa Lakes,622,39.05831,-108.05835,10000,15
2019-11-01,Mesa Lakes,622,39.05831,-108.05835,10000,10
2019-11-02,Mesa Lakes,622,39.05831,-108.05835,10000,13
2019-11-03,Mesa Lakes,622,39.05831,-108.05835,10000,13
2019-11-04,Mesa Lakes,622,39.05831,-108.05835,10000,10
2019-11-05,Mesa Lakes,622,39.05831,-108.05835,10000,10
2019-11-06,Mesa Lakes,622,39.05831,-108.05835,10000,8
2019-11-07,Mesa Lakes,622,39.05831,-108.05835,10000,8
2019-11-08,Mesa Lakes,622,39.05831,-108.05835,10000,8
2019-11-09,Mesa Lakes,622,39.05831,-108.05835,10000,8
2019-11-10,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-11,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-12,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-13,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-14,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-15,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-16,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-17,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-18,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-19,Mesa Lakes,622,39.05831,-108.05835,10000,5
2019-11-20,Mesa Lakes,622,39.05831,-108.05835,10000,15
2019-11-21,Mesa Lakes,622,39.05831,-108.05835,10000,20
2019-11-22,Mesa Lakes,622,39.05831,-108.05835,10000,30
2019-11-23,Mesa Lakes,622,39.05831,-108.05835,10000,30
2019-11-24,Mesa Lakes,622,39.05831,-108.05835,10000,28
2019-11-25,Mesa Lakes,622,39.05831,-108.05835,10000,28
2019-11-26,Mesa Lakes,622,39.05831,-108.05835,10000,28
2019-11-27,Mesa Lakes,622,39.05831,-108.05835,10000,41
2019-11-28,Mesa Lakes,622,39.05831,-108.05835,10000,36
2019-11-29,Mesa Lakes,622,39.05831,-108.05835,10000,33
2019-11-30,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-01,Mesa Lakes,622,39.05831,-108.05835,10000,41
2019-12-02,Mesa Lakes,622,39.05831,-108.05835,10000,36
2019-12-03,Mesa Lakes,622,39.05831,-108.05835,10000,41
2019-12-04,Mesa Lakes,622,39.05831,-108.05835,10000,38
2019-12-05,Mesa Lakes,622,39.05831,-108.05835,10000,41
2019-12-06,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-07,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-08,Mesa Lakes,622,39.05831,-108.05835,10000,43
2019-12-09,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-10,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-11,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-12,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-13,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-14,Mesa Lakes,622,39.05831,-108.05835,10000,46
2019-12-15,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-16,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-17,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-12-18,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-12-19,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-12-20,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-12-21,Mesa Lakes,622,39.05831,-108.05835,10000,51
2019-12-22,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-23,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-24,Mesa Lakes,622,39.05831,-108.05835,10000,48
2019-12-25,Mesa Lakes,622,39.05831,-108.05835,10000,56
2019-12-26,Mesa Lakes,622,39.05831,-108.05835,10000,66
2019-12-27,Mesa Lakes,622,39.05831,-108.05835,10000,69
2019-12-28,Mesa Lakes,622,39.05831,-108.05835,10000,71
2019-12-29,Mesa Lakes,622,39.05831,-108.05835,10000,71
2019-12-30,Mesa Lakes,622,39.05831,-108.05835,10000,69
2019-12-31,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-01,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-02,Mesa Lakes,622,39.05831,-108.05835,10000,71
2020-01-03,Mesa Lakes,622,39.05831,-108.05835,10000,71
2020-01-04,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-05,Mesa Lakes,622,39.05831,-108.05835,10000,61
2020-01-06,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-07,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-08,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-09,Mesa Lakes,622,39.05831,-108.05835,10000,58
2020-01-10,Mesa Lakes,622,39.05831,-108.05835,10000,61
2020-01-11,Mesa Lakes,622,39.05831,-108.05835,10000,64
2020-01-12,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-13,Mesa Lakes,622,39.05831,-108.05835,10000,66
2020-01-14,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-01-15,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-01-16,Mesa Lakes,622,39.05831,-108.05835,10000,74
2020-01-17,Mesa Lakes,622,39.05831,-108.05835,10000,71
2020-01-18,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-01-19,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-01-20,Mesa Lakes,622,39.05831,-108.05835,10000,76
2020-01-21,Mesa Lakes,622,39.05831,-108.05835,10000,74
2020-01-22,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-01-23,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-01-24,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-01-25,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-01-26,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-01-27,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-01-28,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-01-29,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-01-30,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-01-31,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-02-01,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-02,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-03,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-04,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-05,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-06,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-07,Mesa Lakes,622,39.05831,-108.05835,10000,97
2020-02-08,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-02-09,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-10,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-11,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-12,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-13,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-14,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-15,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-16,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-17,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-18,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-19,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-20,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-21,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-22,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-02-23,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-02-24,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-02-25,Mesa Lakes,622,39.05831,-108.05835,10000,94
2020-02-26,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-02-27,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-02-28,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-02-29,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-01,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-02,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-03,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-04,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-05,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-06,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-03-07,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-03-08,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-03-09,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-03-10,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-11,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-12,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-03-13,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-03-14,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-03-15,Mesa Lakes,622,39.05831,-108.05835,10000,99
2020-03-16,Mesa Lakes,622,39.05831,-108.05835,10000,97
2020-03-17,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-03-18,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-03-19,Mesa Lakes,622,39.05831,-108.05835,10000,94
2020-03-20,Mesa Lakes,622,39.05831,-108.05835,10000,109
2020-03-21,Mesa Lakes,622,39.05831,-108.05835,10000,117
2020-03-22,Mesa Lakes,622,39.05831,-108.05835,10000,119
2020-03-23,Mesa Lakes,622,39.05831,-108.05835,10000,119
2020-03-24,Mesa Lakes,622,39.05831,-108.05835,10000,127
2020-03-25,Mesa Lakes,622,39.05831,-108.05835,10000,122
2020-03-26,Mesa Lakes,622,39.05831,-108.05835,10000,117
2020-03-27,Mesa Lakes,622,39.05831,-108.05835,10000,112
2020-03-28,Mesa Lakes,622,39.05831,-108.05835,10000,114
2020-03-29,Mesa Lakes,622,39.05831,-108.05835,10000,117
2020-03-30,Mesa Lakes,622,39.05831,-108.05835,10000,127
2020-03-31,Mesa Lakes,622,39.05831,-108.05835,10000,122
2020-04-01,Mesa Lakes,622,39.05831,-108.05835,10000,117
2020-04-02,Mesa Lakes,622,39.05831,-108.05835,10000,109
2020-04-03,Mesa Lakes,622,39.05831,-108.05835,10000,114
2020-04-04,Mesa Lakes,622,39.05831,-108.05835,10000,109
2020-04-05,Mesa Lakes,622,39.05831,-108.05835,10000,109
2020-04-06,Mesa Lakes,622,39.05831,-108.05835,10000,107
2020-04-07,Mesa Lakes,622,39.05831,-108.05835,10000,99
2020-04-08,Mesa Lakes,622,39.05831,-108.05835,10000,99
2020-04-09,Mesa Lakes,622,39.05831,-108.05835,10000,97
2020-04-10,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-04-11,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-12,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-13,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-14,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-04-15,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-04-16,Mesa Lakes,622,39.05831,-108.05835,10000,91
2020-04-17,Mesa Lakes,622,39.05831,-108.05835,10000,97
2020-04-18,Mesa Lakes,622,39.05831,-108.05835,10000,89
2020-04-19,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-20,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-04-21,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-22,Mesa Lakes,622,39.05831,-108.05835,10000,86
2020-04-23,Mesa Lakes,622,39.05831,-108.05835,10000,84
2020-04-24,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-04-25,Mesa Lakes,622,39.05831,-108.05835,10000,81
2020-04-26,Mesa Lakes,622,39.05831,-108.05835,10000,79
2020-04-27,Mesa Lakes,622,39.05831,-108.05835,10000,74
2020-04-28,Mesa Lakes,622,39.05831,-108.05835,10000,69
2020-04-29,Mesa Lakes,622,39.05831,-108.05835,10000,64
2020-04-30,Mesa Lakes,622,39.05831,-108.05835,10000,56
2020-05-01,Mesa Lakes,622,39.05831,-108.05835,10000,51
2020-05-02,Mesa Lakes,622,39.05831,-108.05835,10000,41
2020-05-03,Mesa Lakes,622,39.05831,-108.05835,10000,36
2020-05-04,Mesa Lakes,622,39.05831,-108.05835,10000,28
2020-05-05,Mesa Lakes,622,39.05831,-108.05835,10000,23
2020-05-06,Mesa Lakes,622,39.05831,-108.05835,10000,13
2020-05-07,Mesa Lakes,622,39.05831,-108.05835,10000,10
2020-05-08,Mesa Lakes,622,39.05831,-108.05835,10000,5
2020-05-09,Mesa Lakes,622,39.05831,-108.05835,10000,3
2020-05-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-19,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-20,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-21,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-22,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-23,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-24,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-25,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-26,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-27,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-28,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-29,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-30,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-05-31,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-01,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-02,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-03,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-04,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-05,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-06,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-07,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-08,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-09,Mesa Lakes,622,39.05831,-108.05835,10000,3
2020-06-10,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-11,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-12,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-13,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-14,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-15,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-16,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-17,Mesa Lakes,622,39.05831,-108.05835,10000,0
2020-06-18,Mesa Lakes,622,39.05831,-108.05835,10000,0
